Best_rank_MHCI_score,Best_rank_MHCII_score,rnaExpression,Pathogensimiliarity_MHCI_9mer,Pathogensimiliarity_MHCII,Selfsimilarity_MHCI,Selfsimilarity_MHCII,rnaVariantAlleleFrequency,Amplitude_MHCII_rank,Amplitude_MHCI_affinity,DAI_MHCI_affinity,Dissimilarity_MHCI,Generator_rate_MHCI,Generator_rate_MHCII,IEDB_Immunogenicity_MHCI,IEDB_Immunogenicity_MHCII,MixMHC2pred_best_rank,MixMHCpred_best_rank,PHBR_I,PHBR_II,vaxrank_binding_score,Hex_alignment_score_MHCI,Hex_alignment_score_MHCII,Priority_score,Recognition_Potential_MHCI_9mer,vaxrank_total_score,PRIME_best_rank,binary_response,id
99.922,97.32,0.880241719028,0.99999,0,0.038091006722354215,0.02144628225651357,0,1.3172,0.15436,-68.72,1,0,0,0.03578,-0.08566,98.92,99.2,99.75746,92.3011,2.9157,288,401,0.05083,0.15436,0,96,0,miao_PtRCC_105
98.856,85.28,4.67798186965,0,0,0.03898463470502256,0.03982156300668682,0.375,1.017,1.0883,47.56,1,0,0,0.0843,-0.25902,96.94,92,97.5906,70.92699999999999,1.1578,167,210,0.06846,0,2.031,94,0,miao_PtRCC_105
99.976,99.14,35.6777391473,0,0,0.014660760618917634,0.027185392460665425,0.702247191011,1.9767,106.74,24256,1,6,1,-0.00561,0.2775,95.37,99.8,99.86238,96.74080000000001,1.9551,262,353,0.42306,0,48.983,99.93,0,miao_PtRCC_105
99.685,90.68,18.764837953,0,6e-5,0.036050877391147984,0.0555147145533208,0.288461538462,1.4785,0.27795,-601.75,1,0,0,-0.29468,-0.14447,99.807,98,99.09102,85.246,0.03653,192,220,0.06799,0,0.19775,98,0,miao_PtRCC_105
99.602,96.73,0.276435831679,0,0,0.020191466576574002,0.02713372857401164,0,1.2202,13.485,5103.8,1,2,0,0.09295,-0.23746,92.64,93,97.9387,89.114,0.86663,226,243,0.0311,0,0,98,0,miao_PtRCC_105
98.931,99.51,0.376870323023,0.5,1,0.04555862078493955,0.02724078174305522,1,0.91837,2.5238,1454.7,0.99999,0,5,0.20846,0.25142,99.742,97,98.0621,98.7782,0.31646,154,214,0.06472,0.11248,0.11926,99.7,0,miao_PtRCC_105
99.881,98.79,5.10898265269,0,1,0.016539254316472407,0.04266831353681899,0.678571428571,6.2893,7.0922,6887.5,1,1,2,0.10171,-0.21894,97.06,98,99.57786,94.10079999999999,0.60064,151,336,0.21481,0,2.0823,98,0,miao_PtRCC_105
99.204,98.09,23.4101138253,0.99239,0,0.09228099475611962,0.028678686405622766,0.5940594059409999,1.1099,0.28793,-1105.7,1,0,0,4.6e-4,-0.07526,99.9569,91,97.981,93.7874,1.9e-4,140,234,0.17587,0.12473,0.00258,98,0,miao_PtRCC_105
98.346,99.93,1.49367910867,0,0,0.0105928034979208,0.044189198849193034,0.181818181818,1.2857,1.4426,454.33,1,0,5,-0.02859,0.19959,99.965,98,96.9529,99.61795,0.5151,212,392,0.12832,0,0.13989,99.7,0,miao_PtRCC_105
98.323,94.87,0.693420460279,0,0.99997,0.010892595053298648,0.054466711954433755,0.391304347826,0.52242,0.46154,-731.4,1,0,0,-0.42266,-0.30833,96.02,98,96.2325,89.645,0,196,213,0.03829,0,0,96,0,miao_PtRCC_105
99.764,99,3.2457440145999996,0.5,0.5,0.027997712665416397,0.020511009484215248,0.5,1.3,0.33624,-53.81,1,0,0,0.16999,0.3602,96.71,98,99.38434,95.3005,4.6288,205,182,0.09498,0.09774,7.512,99.98,0,miao_PtRCC_105
99.857,90.12,0.081924945378,0,0,0.06062848393615039,0.030560843454135234,0,1.085,1.3095,33.66,1,0,0,0.45639,0.58744,99.561,98,99.43292,83.40299999999999,1.8091,198,268,0.01033,0,0,99.7,0,miao_PtRCC_105
99.948,97.8,0.910099446299,0,0,0.11805050571857179,0.013751309269101175,0.190476190476,1.4318,0.49408,-12.15,1,1,0,-0.16794,0.22967,99.823,99.96,99.74163,91.356,3.356,139,170,0.08386,0,0.58177,99.99,0,miao_PtRCC_105
98.87,96.66,0.709541949299,1,1,0.011966360845199198,0.056767203524375254,0,13.874,0.98701,81.46,1,0,1,0.16097,0.38065,97.65,95,98.0522,85.289,0.29006,244,244,0.11862,0.98701,0,99.6,0,miao_PtRCC_105
99.598,99.5,1.49064843711,0,1,0.017572079107839977,0.05175260436456941,0.33333333333299997,1.22,3.3061,1586.4,0.99999,0,3,0.38101,0.06086,99.386,99,98.8893,97.5457,0.51052,193,330,0.15628,0,0.25367,98,0,miao_PtRCC_105
99.646,98.67,44.0910096901,0,0,0.0045018179123331725,0.04367601988672076,0.397637795276,3.594,0.51705,902.17,1,0,1,-0.01629,-0.12538,99.9605,93,98.3126,95.9775,0,136,270,0.11032,0,0,99.2,0,miao_PtRCC_105
99.104,89.53999999999999,44.0910096901,0,0.00761,0.02632868929220744,0.030152799216639603,0.39173553719,0.67113,0.99381,22.51,0.99997,0,0,-0.08716,-0.20596,99.615,96,97.9305,81.18,1.4005,166,288,0.09932,0,24.19,99.6,0,miao_PtRCC_105
99.766,86.61,1.7528997437,1,0.01511,0.13824345551162742,0.04145942941988401,0.44,0.80807,1.3014,5769.6,1,0,0,-0.15475,0.23338,97.37,96,98.8729,65.00399999999999,8e-5,287,241,0.09435,1.3014,6e-5,99.5,0,miao_PtRCC_105
99.38,95.56,8.4459625092,0,0,0.013638989904468435,0.02129351464843121,0.365079365079,1.0833,2.6671,6081.9,1,0,0,0.17103,0.12783,99.884,97,97.6906,89.516,0.04006,128,170,0.09772,0,0.12353,99.2,0,miao_PtRCC_105
99.747,94.06,7.243585658400001,0,0,0.13736159447361285,0.01888232377507204,0.563636363636,0.54714,1.0904,3.18,1,2,0,0.22369,0.25666,99.091,99.6,99.41901,90.5684,2.3473,231,289,0.13347,0,9.5834,99.99,0,miao_PtRCC_105
97.561,60.04,0.00648291515732,0,0.00767,0.025826515889569412,0.041339391698326455,0,0.64464,0.30527,-2073.9,1,0,0,-0.07605,0.01586,97.58,98,92.4859,33.033,0,180,238,5e-5,0,0,99.3,0,miao_PtRCC_105
96.576,93.76,0.0311574083226,0,6e-5,0.018181716609030785,0.04170313770103318,0,1.1539,0.22672,2421.5,1,0,0,0.06338,0.01606,99.729,73,92.5508,81.555,0,197,236,1e-5,0,0,97,0,miao_PtRCC_105
99.958,99.99,74.8737231786,0,0,0.029038585302261777,0.018874402369111976,0.336025848142,0,0.98525,-0.17,1,1,15,0.14527,0.57066,99.866,99.92,99.79551,99.90479,2.0229,158,187,0.09709,0,50.895,99.99,0,miao_PtRCC_105
99.565,97.04,10.9881487478,0,1.2e-4,0.06868904564977196,0.08021100043027762,0.34782608695699996,4.2568,1.7725,1086.8,1,0,1,-0.15074,0.08306,96.73,99.1,98.6768,90.9157,0.14208,196,278,0.15201,0,0.54303,98,0,miao_PtRCC_105
99.249,99.4,0.0168431676865,0,0,0.02088174536720655,0.015834467044852363,0,6.5667,1.0816,33.08,1,0,6,0.16467,0.49824,99.016,94,97.3274,97.1297,0.79668,182,295,0.00176,0,0,99.6,0,miao_PtRCC_105
99.926,96.99,23.5144334693,1,1,0.06606165787544938,0.06159896353891203,0.28260869565200003,0.95681,1.8364,16.4,1,1,0,0.14466,0.11188,99.481,99.5,99.73647,88.251,3.5662,182,192,0.125,1.8364,23.699,99.4,0,miao_PtRCC_105
99.602,99.47,0,0,0.5,0.01205297647500525,0.05798974950236535,0.296296296296,0.32075,1.6284,29.35,1,1,5,0.57153,0.33493,99.9789,98,99.08403,98.0316,3.417,249,361,0,0,0,99.95,0,miao_PtRCC_105
99.785,98.47,3.8741944532,0.99239,0.5,0.021924473093174357,0.05498924162311858,0.296296296296,0.43137,1.2772,315.59,1,1,0,0.58773,0.33493,99.9734,98,99.26914,96.3504,0.26125,242,361,0.17219,1.2674,0.29989,99.96,0,miao_PtRCC_105
99.866,58.02,0.583765571625,0,0.99239,0.12738317241716468,0.03484112402340778,0,1.3799,0.95758,-0.29,1,8,0,0.09072,0.12067,98.27,99.5,99.40131,31.269000000000005,7.9895,176,246,0.0613,0,0,99.91,0,miao_PtRCC_105
98.154,88.51,1.68508145199,0.00761,0,0.030868366181969975,0.03117869322749478,0.6,0.68494,1.4946,274.59,1,0,0,-0.3012,-0.93158,99.236,94,95.7073,82.054,0.54172,68,230,0.18306,0.0015,0.54771,95,0,miao_PtRCC_105
99.132,81.3,0.105193066628,0,0,0.024449190712814373,0.019562206945072824,0,1.2989,1.0452,10.36,1,0,0,0.10306,0.39124,99.499,99.7,98.4164,56.895,2.8228,221,245,0.0119,0,0,99.99,0,miao_PtRCC_105
99.93,99.03,2.40756689443,0.00767,0,0.015979654862020354,0.0480654409064456,0.5714285714289999,2.6701,27.607,1659.8,1,3,3,0.32231,0.57428,99.718,99.92,99.73344,97.3971,2.6093,182,271,0.13497,0.21183,3.5898,99.98,0,miao_PtRCC_105
99.515,99.63,0.960084480793,0,0,0.03960560744736119,0.047998948041700795,0.526315789474,1.027,1.3455,29.44,1,0,3,0.1379,0.30887,99.865,98,98.7746,98.3178,1.8267,184,249,0.08907,0,0.92305,99.7,0,miao_PtRCC_105
99.968,94.98,227.648333379,0,0.5,0.031126268212865793,0.02588742033801439,0.438571428571,1.2908,0.48682,-16.72,1,1,0,-0.04204,0.03774,97.44,99.7,99.82139,79.043,1.522,188,252,0.09314,0,151.96,99.93,0,miao_PtRCC_105
99.646,97.42,7.05515084766,0,0.00767,0.004334757237870801,0.048377503839473146,0.487804878049,1.1085,12.909,11700,1,2,2,-0.07378,0.04532,94.55,98,98.4926,93.8928,0.88883,269,158,0.18638,1e-5,3.0589,98,0,miao_PtRCC_105
99.658,95.2,0,0,0,0.041157003000019565,0.035535231620541397,0,1,1.9233,402.44,1,0,0,-0.24385,-0.58574,99.312,99.1,99.09389,81.293,0.63981,176,173,0,0,0,99.95,0,miao_PtRCC_105
99.972,88.81,7.90451058467,0,0,0.010075998827063226,0.06113222223717285,0.489795918367,1.1063,3.6747,23.36,1,3,0,0.02464,0.04209,99.187,99.8,99.86227,79.161,1.9886,248,243,0.10171,0,7.699,99.98,0,miao_PtRCC_105
99.488,99.94,14.4405887724,0,6e-5,0.05582189225052325,0.04660416991998684,0.33333333333299997,39.667,4.5828,7136.9,1,2,24,-0.04769,0.19225,99.844,97,98.3106,99.59177,0.46906,204,205,0.09123,0,2.2578,99.3,0,miao_PtRCC_105
99.248,99.25,0.0925905240364,0,0,0.033108575599030354,0.025684149432358194,0,1,0.49903,-51.93,1,0,3,0.1247,0.55489,99.183,96,98.1764,97.6017,1.9168,212,258,0.00966,0,0,99.4,0,miao_PtRCC_105
99.982,88.23,0.316362824916,1,1,0.0603821791474658,0.037795157226802045,0.5625,0.92948,1.013,0.29,1,3,0,-0.1874,-0.40235,97.53,99.8,99.9102,76.435,6.5933,227,344,0.03926,1.013,1.1733,99.97,0,miao_PtRCC_105
99.982,88.23,2.1329543765,0,1,0.08782841683395881,0.03785077756352262,0.5625,0.92948,4.0823,42.28,1,4,0,-0.4405,-0.40235,97.53,99.8,99.91584,76.7,10.793,188,346,0.12466000000000001,0,12.949,99.97,0,miao_PtRCC_105
98.391,98.39,1.91537741372,0,0,0.0932398765823168,0.033948276800375154,0,0.77019,0.15701,-1039.6,1,0,0,-0.40008,-0.75862,98.12,97,95.8539,94.3366,0.00275,177,290,0.11336,0,0,99.2,0,miao_PtRCC_105
99.616,99.83,8.78691306028,0,0,0.019482358520415577,0.062081551974963234,0.43137254901999994,4.0588,1.8072,159.95,1,0,8,-0.22095,-0.1431,97.6,99.1,98.9109,99.10523,2.3003,164,240,0.12853,0,8.7189,99.7,0,miao_PtRCC_105
99.962,90.01,0,1.2e-4,2.4e-4,0.0075102038107216496,0.010717857233956019,0,1.0731,0.6791,-13.25,1,5,0,-0.09408,-0.0159,99.175,99.7,99.79554,83.379,4.8735,169,239,0,0.00181,0,99.98,0,miao_PtRCC_105
99.697,95.31,0.01057921854979999,0,0,0.04478789515378523,0.016018402422302014,0,0.90192,0.63282,-66.28,1,0,0,-0.17762,-0.03041,99.9147,99,99.20094,83.771,2.3725,165,339,0.00109,0,0,99.7,0,miao_PtRCC_105
99.276,99.78,5.80658431726,0,0.99994,0.11055295440274615,0.044069873816375615,0.5,0.72727,0.37462,-317.23,1,0,3,0.12562,0.14336,99.9603,95,98.152,98.7397,0.30005,203,371,0.10651,0,0.87115,99.1,0,miao_PtRCC_105
99.245,99.61,4.21978221239,0,0,0.01964224861707864,0.02467544944171085,0.4375,0.92308,5.4074,877.52,1,0,10,-0.12377,-0.14137,99.9757,99.2,98.7389,98.7171,2.39,149,273,0.10086,0,4.4124,98,0,miao_PtRCC_105
99.449,83.67,44.1730202239,0,0,0.03039008439308677,0.02409889883606442,0.353846153846,0.65156,0.91679,-5.59,1,0,0,-0.39556,-0.39816,95.54,95,98.7711,76.634,2.4499,173,205,0.1267,0,38.293,98,0,miao_PtRCC_105
98.598,87.95,3.09541007717,0.00767,1,0.18858422893352722,0.03982839607473898,0.8,1,0.90027,-1.15,1,0,0,0.36186,0.35846,98.61,98,97.3364,70.719,0.53292,187,419,0.10105,0.00514,1.3197,99.6,0,miao_PtRCC_105
98.772,70.8,0.5642528172469999,0,0,0.021506452872820825,0.06865827459278284,0.6,1.2216,0.17987,-984.9,1,0,0,0.02946,0.14212,96.15,97,96.5823,58.811,0.00332,131,217,0.06367,0,0.00112,98,0,miao_PtRCC_105
99.991,99.87,10.6481803588,0,0,0.0598117054636248,0.03351925726662164,0.547169811321,0.84615,1.3533,1.87,1,2,2,0.12401,0.43395,99.65,99.7,99.964,99.09753,7.2018,233,250,0.19611,0,41.96,99.96,0,miao_PtRCC_105
99.852,98.95,3.98698173735,0,0.01511,0.009584198007185574,0.0541873438911078,0.5,58.819,1.2494,6.61,0.99994,4,2,-0.05216,0.03174,99.882,99.92,99.52607,95.7449,4.6666,139,363,0.1967,0,9.3029,99.8,0,miao_PtRCC_105
99.674,96.43,5.652932075090001,0,0.5,0.038549932242518015,0.02522892528873122,0.8235294117649999,1.9104,5.7016,401.64,1,0,0,-0.32147,0.15481,97.75,98,98.997,89.056,1.4622,174,267,0.19827,0,6.8071,99.93,0,miao_PtRCC_105
99.747,98.83,6.48015107261,0,0,0.02133163109756464,0.087811574598183,0.8421052631579999,10.248,13.925,300.95,1,7,6,0.0376,-0.15978,99.9457,99.98,99.37785,97.0055,3.0041,111,172,0.33155,0,16.393,99.99,0,miao_PtRCC_105
98.644,93.5,0.0220742330859,6e-5,0.99239,0.025012401417663588,0.05368396610195725,0,1.7692,1.0639,255.37,1,0,0,0.25694,-0.16834,92.84,94,95.939,86.103,0.11043,129,150,0.00513,5e-5,0,90,0,miao_PtRCC_105
99.484,99.82,0.471143150396,0,0.00767,0.04912150011245742,0.02759107872409916,1,1.5,3.4424,665.56,1,0,7,-0.30555,-0.082170000000000007,97.81,99.4,98.6958,99.00264,1.8755,116,261,0.11146,0,0.88362,99.7,0,miao_PtRCC_105
99.859,98.67,4.79686504826,0,1,0.02394547391128199,0.00957058731504401,0,0.87218,0.79225,-42.42,1,0,0,0.26702,0.41404,99.9109,98,99.46394,100,0.98113,193,303,0.03664,0,0,99.8,1,miao_PtRCC_106
99.108,93.59,4.16070318659,0,0,0.017080994540318195,0.04791355537981401,0.166666666667,1.8612,1.4798,196.97,1,0,0,0.09076,-0.00923,89,96,97.3604,100,1.2221,231,267,0.11358,0,0.84746,99,1,miao_PtRCC_106
98.772,93.37,0,0,0.00761,0.008066034284315626,0.010568602848005204,0,1.7421,0.5197,-489.74,1,0,0,0.17942,0.52103,99.894,94,97.5056,100,3.9e-4,138,313,0,0,0,99.6,1,miao_PtRCC_106
93.211,60.98,1.75000251998,0,1,0.11183126857912895,0.03141209554661717,0,1.0956,0.18121,-16.94,1,0,0,-0.15119,-0.17693,88.4,93,88.67099999999999,100,0,203,278,0,0,0,94,1,miao_PtRCC_106
99.922,99.69,2.88948359608,0,0.5,0.026202118269045616,0.02052032045332841,0.26229508196699997,1.0645,0.46331,-50.04,1,0,1,-0.1609,0.54826,98.45,99.7,99.7112,100,1.1684,229,258,0.06438,0,0.88556,99.8,1,miao_PtRCC_106
99.754,97.77,11.5782461611,0,0.5,0.022472927988989366,0.02735937634043417,0.162393162393,1.1211,11.355,1812.1,1,1,0,9.4e-4,-0.39817,92.18,99.3,99.17184,100,2.1176,242,298,0.11006,0,3.9816,99.3,1,miao_PtRCC_106
99.225,73.93,31.6978931601,0.99239,1,0.13015823153322914,0.04428956657975758,0.277777777778,1.8193,1.6974,130.45,1,0,0,0.18732,0.04826,95.93,96,97.4192,100,0.9359,230,296,0.10598,1.6845,8.2406,97,1,miao_PtRCC_106
97.358,96.57,29.4518096297,0,0,0.014593466706745994,0.03245403092280319,0.205673758865,0.8863,0.3158,-1881.5,1,0,0,0.25161,-0.04265999999999999,97.49,98,95.7151,100,0,193,246,0.00435,0,0,98,1,miao_PtRCC_106
99.601,97.07,8.60839556378,0,0,0.02618803022417604,0.02155993159058478,0.186746987952,1.0717,1.0882,892.21,1,0,0,0.24086,0.52853000000000006,99.731,98,98.7633,100,0.0046,111,183,0.10178,0,0.00739,99.91,1,miao_PtRCC_106
99.79,98.57,0.5542640096060001,1,1,0.058651866499066174,0.05304623814757359,0,1.2448,0.81027,-9.22,1,2,0,-0.10555,-0.18636,97.7,98,99.36869,100,3.3614,177,166,0.09734,0.81027,0,98,1,miao_PtRCC_106
95.694,95.8,0.00740147704182,0,0,0.06254576715703875,0.021412555124396992,0,1.7381,0.18969,78.27,1,0,0,0.03009,0.36424,91.7,97,92.0176,100,0,150,211,0,0,0,95,1,miao_PtRCC_106
99.256,99.84,12.6904332872,0,0,0.030651787862320368,0.02630006984678923,0.00877192982456,1.3125,1.6431,6289.6,1,0,4,0.08036,0.16352,99.9814,99.4,98.5762,100,9e-4,162,214,0.05075,0,1e-4,99.2,1,miao_PtRCC_106
99.343,89.28,0.0346485414474,1,1,0.029998823617228165,0.026043463749404028,0.00877192982456,1.1875,0.75849,-68.18,1,0,0,-0.08474,0.08218,98.71,97,97.4249,100,0.56881,224,241,0.00155,0.55505,1.7e-4,99.8,1,miao_PtRCC_106
99.4,98.85,6.06115580526,0.99618,0.99618,0.022209826068448013,0.06473348531816703,0,5.0435,0.45451,-493.1,1,0,2,0.11871,0.37226,94.84,98,98.1032,100,0,224,383,0.0714,0.45277,0,99.93,1,miao_PtRCC_106
99.423,99.94,0.312701617053,0.50006,0.50006,0.07997394634759936,0.06873008945177705,0,5.8333,0.81194,21.67,1,0,15,0.35346,0.41605,95.08,96,98.4346,100,0.03672,190,347,0.05573,0.40602,0,99.5,1,miao_PtRCC_106
98.46,95.64,12.0532899741,0.00761,0.00761,0.045064444856309005,0.021110032905629406,0.046783625731,0.9656,0.57951,-326.4,1,0,0,0.13989,-0.06742,99.573,97,97.2356,100,7.1e-4,164,375,0.12223,2.3e-4,4e-4,98,1,miao_PtRCC_106
99.465,99.75,37.177165633200005,0.99239,0.99239,0.05967166892914455,0.041664349165083214,0.180212014134,0.76,0.53879,123.64,1,0,8,0.17455,0.41011,99.307,99,97.752,100,0,130,290,0.0878,0.53468,0,99.5,1,miao_PtRCC_106
98.5,97.33,3.92351198655,0,0,0.03129931788839202,0.035397582086245216,0.548387096774,3.6217,0.59106,-68.53,0.99997,0,0,-0.08726,-0.56128,99.497,94,96.8453,100,0,158,191,0.23389,0,1e-5,98,1,miao_PtRCC_106
99.611,98.11,0.16802501289799998,0,1,0.04970695599202157,0.037635595299985614,0,1.3545,1.2296,1148.2,1,0,0,0.14714,0.0943,96.07,98,98.8102,100,0.00792,131,269,0.00589,0,0,98,1,miao_PtRCC_106
99.406,95.2,0,0,0.66667,0.015251624369858163,0.023042908708783005,0,1.1938,0.51496,630.35,1,0,0,0.39034,0.39034,97.26,96,98.0762,100,0,129,263,0,0,0,99.5,1,miao_PtRCC_106
98.02,73.96000000000001,6.06520962625,0,0.66667,0.15519933531903118,0.01485711458077943,0,1.0949,0.69424,41.76,1,0,0,-0.36994,0.26494,74.8,97,95.4498,100,3.6e-4,157,368,0.05813,0,0,95,1,miao_PtRCC_106
98.523,99.9,13.4460975246,0,0,0.04509175278647637,0.02334601331191477,0.300970873786,0.2,0.26423,-648.08,1,0,8,0.29281,0.18686,99.718,97,97.1554,100,0.02643,164,328,0.11763,0,0.10696,99.7,1,miao_PtRCC_106
99.428,98.39,5.1613195577,0,0,0.016781759453448397,0.01826793964895379,0.498338870432,2.4596,0.26403,-347.74,1,0,0,0.21351,0.24783,98.55,97,98.9351,100,0.42933,179,268,0.06219,0,1.1043,99.7,1,miao_PtRCC_106
98.897,98.83,1.69371308186,0,0,0.02448014203181359,0.025864062166610413,0.1,1.6068,0.08794,-740.97,1,0,0,-0.30309,0.39838,99.029,97,96.7933,100,0.04755,217,282,0.04279,0,0.00805,99.7,1,miao_PtRCC_106
99.947,99.73,3.2243398782700003,0,0.99239,0.020401992815459957,0.016560881466821553,0,1.4444,0.90955,-3.35,1,1,2,-0.01011,0.58081,99.201,98,99.70657,100,0.9723,229,247,0.06068,0,0,99.8,1,miao_PtRCC_106
99.771,95.85,2.58648714653,1,1,0.022095232502875817,0.07942012652837505,0.294117647059,14.607,1.0454,6.14,1,1,0,0.3681,0.49782,99.143,98,99.41485,100,1.8986,193,458,0.09601,1.0454,1.4444,99.95,1,miao_PtRCC_106
99.869,97.62,2.23332466216,0.00762,1,0.029265423835947213,0.04066931951892816,0.107142857143,0.51681,0.84032,-2.56,1,4,0,0.17187,0.40452,83,99.92,99.4134,100,6.6924,238,349,0.05273,0.00251,1.6014,99.95,1,miao_PtRCC_106
99.993,92.09,0,0.66667,1,0.04231581634753223,0.028658936554100012,0,3.3767,0.8614,-0.81,1,4,0,-0.07886,-0.45378,96.62,99.7,99.96518,100,9.4385,285,234,0,0.56134,0,99.97,1,miao_PtRCC_106
99.014,93.38,0.16366448834,0,0,0.03823859976202637,0.04370736620227078,0,0.73263,2.9382,4595.2,1,0,0,0.06897,0.13731,90.74,93,96.0498,100,0.09935,177,315,0.02004,0,0,80,1,miao_PtRCC_106
99.735,99.32,18.8547481688,0,1,0.045621573308427976,0.054108996514540375,0,2.5147,0.61353,-19.29,1,1,1,-0.202,-0.0505,99.054,99.4,99.37622,100,3.5313,143,216,0.0606,0,0,99.91,1,miao_PtRCC_106
99.192,99.33,5.600247026,0.00761,0,0.15486650532910518,0.037130603077830004,0.248,1,0.95363,194,1,0,1,0.31367,0.08976,99.11,98,98.3197,100,0.04961,174,188,0.07066,0.00465,0.0689,99.94,1,miao_PtRCC_106
97.221,66.89,7.58773944862,0,0.99994,0.06307618041557961,0.0644970543618626,0.172413793103,1.9106,1.5307,767.72,1,0,0,-0.04715,0.11449,94.72,99.3,93.9022,100,0.24352,158,156,0.00151,0,0.31858,99.5,1,miao_PtRCC_106
99.636,87.3,5.88577470745,0,0,0.012945049513052753,0.019475763950954628,0.07462686567160001,1.0315,0.58186,30.39,1,0,0,0.11983,-0.25585,96.75,99.5,99.21507,100,0,201,279,0.03989,0,0,99.7,1,miao_PtRCC_106
99.574,95.37,2.07287869433,0,0.01512,0.009196583679432213,0.04134570009937599,0.363636363636,0.63283,10.347,4185.1,1,1,0,-0.14284,-0.35152,84.1,96,98.1696,100,0.82666,178,199,0.17144,0,0.62312,97,1,miao_PtRCC_106
99.574,95.37,2.56374841113,0,0.01512,0.008261400637991634,0.04134570009937599,0.363636363636,0.63283,10.347,4185.1,1,1,0,-0.14284,-0.35152,84.1,98,98.098,100,0.82666,178,199,0.17487,0,0.77067,98,1,miao_PtRCC_106
99.482,92.2,0.0289921756409,1,1,0.006632692175060018,0.043005804289922844,0,0.84872,0.47208,-525.97,1,0,0,-0.03753,-0.13401,89,98,98.7035,100,0,189,225,0.00414,0.15286,0,99.5,1,miao_PtRCC_14
99.284,80.23,6.29019054612,0,0.00761,0.04634604150466204,0.011874958998712826,0,0.75013,0.61739,-185.55,1,0,0,-0.11275,-0.45841,95.34,98,98.4419,100,0.1999,157,376,0.0773,0,0,99.2,1,miao_PtRCC_14
98.76,96.85,1.3272561526200002,0.99994,0,0.09574255647806018,0.01665702432077043,0,0.96825,0.68508,-128.8,1,0,0,0.12783,-0.24945,96.22,99.2,97.6784,100,0.00839,190,210,0.06187,0.68504,0,99.92,1,miao_PtRCC_14
