Best_rank_MHCI_score,Best_rank_MHCII_score,rnaExpression,Pathogensimiliarity_MHCI_9mer,Pathogensimiliarity_MHCII,Selfsimilarity_MHCI,Selfsimilarity_MHCII,rnaVariantAlleleFrequency,Amplitude_MHCII_rank,Amplitude_MHCI_affinity,DAI_MHCI_affinity,Dissimilarity_MHCI,Generator_rate_MHCI,Generator_rate_MHCII,IEDB_Immunogenicity_MHCI,IEDB_Immunogenicity_MHCII,MixMHC2pred_best_rank,MixMHCpred_best_rank,PHBR_I,PHBR_II,vaxrank_binding_score,Hex_alignment_score_MHCI,Hex_alignment_score_MHCII,Priority_score,Recognition_Potential_MHCI_9mer,vaxrank_total_score,PRIME_best_rank,binary_response,id
99.715,99.98,4.49480864149,0,0,0.023186227028697215,0.2135984319167893,0.031,67,19.865,4932.9,1,0,6,-0.38751,-0.4164,99.32,99.1,99.28279,99.79156,6.7978,212,182,0.10451,0,0.9472,99.7,0,miao_PtRCC_105
99.655,98.77,2.11316381056,0,0.99994,0.08082281502599764,0.3002373745033873,0,4.6423,4.1719,2157.6,1,0,1,0.13783,0.26035,98.73,99.1,99.26856,94.4263,0.78979,175,275,0.1708,0,0,99.97,0,miao_PtRCC_105
99.655,96.06,0,0,0,0.08082281502599764,0.18042145064183335,0,2.731,4.1719,2157.6,1,0,0,0.13783,0.17656,96.84,98,98.2602,79.185,0.57666,175,336,0,0,0,99.93,0,miao_PtRCC_105
99.73,99.93,14.0061925147,0,6e-5,0.11656536735758338,0.23911954132049085,0.068,49.143,1.7138,64.4,1,2,8,0.03259,-0.02068,98.52,99.7,99.32883,99.51936,3.4038,173,156,0.15776,0,3.2419,99.8,0,miao_PtRCC_105
98.868,79.52,13.0508995818,0,1,0.10933963632623234,0.22716233488454673,0.059,2.1758,3.1915,798.35,1,0,0,0.21494,0.31177,90.48,98,96.8845,51.314,1.1437,199,218,0.03736,0,0.88067,99.95,0,miao_PtRCC_105
99.646,88.85,0,0,1,0.14168967830302392,0.3176430084031562,0.059,4.4619,0.75074,-4.66,1,3,0,0.03729,-0.13571,96.77,99.7,98.6333,76.958,6.5978,181,235,0,0,0,99.95,0,miao_PtRCC_105
99.802,99.43,9.80955339275,1,0.0225,0.1816014950487983,0.2925003096268566,0.14300000000000002,6.5965,22.694,4463.3,1,1,1,-0.31736,-0.3071,95.12,99.2,99.40051,100,2.3524,129,254,0.18124,4.0614,3.2999,99.8,1,miao_PtRCC_106
99.99,99.56,3.00719909023,0,0,0.073211228704863407,0.23897906115094625,0.625,101.48,0.8813,-0.28,1,22,3,-0.05203,-0.28542,99.734,99.8,99.95359,100,52.259,225,284,0.22845,0,98.221,99.99,1,miao_PtRCC_106
99.951,94.26,6.930860428080001,0,0,0.08111915138548575,0.20030614771741473,0.273,1.6986,3.4792,60.29,1,4,0,-0.35726,-0.85586,98.94,99.5,99.89368,100,8.6673,171,170,0.13028,0,16.4,99.8,1,miao_PtRCC_106
99.972,99.5,3.5257269785900003,0,0,0.08386714381479721,0.2436604439054112,0.166666666667,110.08,67.587,2845.4,0.99994,3,2,0.15889,0.07186,99.9276,99.8,99.90017,100,6.1147,185,170,0.23292,0,3.5931,99.8,0,miao_PtRCC_115
99.924,92.89,4.13891455278,0,0,0.1052999811079931,0.2664430000108112,0,0.35443,1.7913,12.58,1,1,0,0.10969,0.38718,99.524,99.3,99.58897,100,2.0898,200,176,0.31031,0,0,99.4,0,miao_PtRCC_115
95.012,97.68,2.65329605395,0,0,0.06716045480496902,0.21404011119340405,0.174,21.496,0.32097,-1037.4,1,0,0,-0.28509,-0.47633,99.582,94,91.0472,100,0,211,239,0,0,0,80,0,miao_PtRCC_115
99.895,99.38,0.6091072411490001,0,0,0.12194660448162864,0.22976167991957985,0,12.855,3.7662,84.04,1,4,3,0.18404,0.111,99.9006,98,99.6922,100,3.473,144,359,0.147,0,0,99.7,0,miao_PtRCC_115
99.596,99.68,1.19376730907,0,6e-5,0.032372471871595976,0.16056584124540618,0.087,38.031,2.3757,163.61,1,1,6,0.2378,0.04289,99.333,99.7,99.19126,100,2.8762,182,348,0.10433,0,0.29872,99.8,0,miao_PtRCC_115
99.969,98.8,0.0837240228707,0,6e-5,0.05897131572306924,0.15930225203298443,0,0.7,28.332,471,1,3,0,0.43888,-0.47374,99.9107,99.6,99.87898,100,7.9023,236,338,0.01511,0,0,99.98,0,miao_PtRCC_115
95.68,83.78999999999999,11.5526243083,0.99994,1,0.011411958647058795,0.146336226580014,0.049,0.99815,0.2569,7773.1,1,0,0,0.08292,-0.01985,98.73,96,89.944,100,0,162,388,0,0.25689,0,99.3,0,miao_PtRCC_115
99.82,99.48,1.02315750001,1,1.2e-4,0.07160253110191717,0.24609156734776305,0.14300000000000002,66.788,0.22666,-219.89,1,0,3,0.08293,0.12432,99.853,98,99.56072,100,2.0469,213,365,0.10014,8.4665,0.29949,99.8,0,miao_PtRCC_117
99.663,99.34,1233.5365402999998,0,0,0.05826505055148645,0.2143330654830865,0.202,4.8333,3.01,1742,1,1,2,-0.20336,0.33422,99.316,98,98.9349,100,0.39228,154,220,0.18213,0,97.746,99.5,0,miao_PtRCC_117
99.997,98,6.648067706009999,1.2e-4,0,0.08782416297107476,0.16802380447701037,0,31.97,1.3049,0.91,1,10,0,-0.15694,-0.32357,99.783,99.8,99.98308,100,10.859,167,189,0.16348,1.5e-4,0,99.94,0,miao_PtRCC_117
99.913,98,1.29855881708,0,0,0.07758218349682844,0.16802380447701037,0,31.97,0.8976,-6.59,1,5,0,-0.03893,-0.32357,99.783,99.7,99.74391,100,4.8534,134,189,0.16428,0,0,99.94,0,miao_PtRCC_117
93.79,61.34,0.778175380845,0,0,0.09476284938393642,0.18998794676128505,0.214,0.29488,0.19321,22346,1,0,0,-0.47986,-0.61788,85.2,87,84.67099999999999,100,0,150,286,0,0,0,91,0,miao_PtRCC_117
94.589,92.29,0.969074777481,1.2e-4,1.2e-4,0.06920015781618083,0.20050222751128854,0,1.201,0.13678,-5460.1,1,0,0,-0.27772,-0.17633,80.8,91,86.181,100,0,122,322,0,2e-5,0,70,1,miao_PtRCC_14
99.979,99.74,0,0,1,0.1365339467138208,0.1896864359633713,0,1.1154,3.336,15.54,1,4,4,0.12388,0.15612,99.886,98,99.93201,100,6.8362,313,332,0,0,0,99.95,1,miao_PtRCC_14
98.322,90.74,3.3680270676200004,0.50381,0,0.084062442780108,0.22041136043886234,0,10.259,4.0221,3523,1,1,0,-0.168,0.07098,92.05,95,96.759,100,0.37144,257,241,0.12821,2.0263,0,94,1,miao_PtRCC_14
99.137,98.15,7.79016778465,0.99239,0.99239,0.10021510360182506,0.22747720437345176,0.306,10.4,2.1278,1107.1,1,1,1,-0.43612,0.01396,98.38,99,98.5602,100,0.37297,208,442,0.13409,0.19072,0.88907,98,1,miao_PtRCC_14
99.939,96.87,1.0029692441299998,0,0.99618,0.15223867321690865,0.18552988466316644,0,10.243,38.357,286.8,1,5,0,0.14908,-0.35929,98.94,99.9,99.81311,100,14.481,197,137,0.18476,0,0,99.99,1,miao_PtRCC_14
99.98,98.93,0,0,0,0.04050456122355561,0.17281850237969987,0,9.514,2.6701,18.34,1,4,0,0.05586,-0.00906,99.622,99.98,99.92265,100,11.526,174,212,0,0,0,99.98,1,miao_PtRCC_14
99.22,100,0,0,0.5,0.07789250570744077,0.14913648452857897,0.353,0,8.7563,1402.6,1,1,10,0.2215,0.35661,99.894,98,98.3569,100,2.4095,182,205,0,0,0,99.94,0,miao_PtRCC_18
99.22,99.93,4.35981554726,0,0.5,0.07789250570744077,0.1348917507912335,0.353,454.29,8.7563,1402.6,1,1,8,0.2215,0.14875,99.703,98,98.3569,100,2.4095,182,182,0.0285,0,3.7082,99.94,0,miao_PtRCC_18
99.22,99.58,0,0,0.00762,0.07789250570744077,0.2614455068231354,0.353,1.7381,8.7563,1402.6,1,1,1,0.2215,-0.73271,98.93,98,98.3569,100,2.4095,182,221,0,0,0,99.94,0,miao_PtRCC_18
95.244,89.6,0.05932518711069999,6e-5,0.5,0.08929800773050323,0.2511460788148763,0,0.16827,0.36523,-1147.5,1,0,0,-8.8e-4,-0.01484,97.44,96,88.859,100,0,184,221,0,3e-5,0,96,0,miao_PtRCC_18
99.995,99.93,0,0,0,0.03641960602455119,0.2340075872673092,0,928.86,0.98191,-0.16,0.015349999999999975,23,24,0.08727,-0.02126,99.9354,99.98,99.98576,100,55.963,232,294,0,0,0,99.99,0,miao_PtRCC_18
99.781,88.78,2.97212969042,0,1,0.008811188424928784,0.2047502986680445,0.14300000000000002,2.1488,14.815,665.52,1,1,0,-0.0491,-0.22336,91.65,98,99.52275,100,1.3267,196,290,0.15612,0,0.56387,99.8,0,miao_PtRCC_21
98.814,97.63,0.306600989848,0,0,0.07389870223415118,0.19875404311861156,0,3.6118,0.38999,23838,1,0,1,-0.34491,-0.71216,99.284,95,97.913,100,0,193,274,0.02563,0,0,99.4,0,miao_PtRCC_21
99.53,99.76,0.11243687748,0,0,0.07490599514246443,0.2415868446774735,0,334.08,1.9355,6480.9,0.99239,0,4,0.2409,-0.35379,99.9846,99.3,99.13751,100,0.00389,144,416,0.02982,0,0,99.8,0,miao_PtRCC_21
99.74,93.4,7.579925588119999,0,0.5,0.13036466587573992,0.2596369635971113,0.548387096774,1.3606,2.6381,138.96,1,0,0,0.27025,0.25196,99.212,99.2,98.9301,100,1.7105,216,373,0.32116,0,7.1099,99.97,0,miao_PtRCC_21
96.802,94.21,11.8341440353,0,1,0.08651490681356244,0.19851272517687735,0.802,2.5855,0.38435,-1025.9,1,0,0,0.02234,0.06065,99.618,95,91.8986,100,0,132,250,0.00101,0,0,94,0,miao_PtRCC_21
99.903,97.99,0.913426386722,0,0,0.0414690407508832,0.1966369024018464,0.5710000000000001,8.4378,0.54175,-161.87,1,0,0,-0.62417,-0.35202,98.44,99.3,99.68252,100,0.4976,172,202,0.32188,0,0.25953,99.7,0,miao_PtRCC_21
99.989,99.77,0.0291991171319,0,0,0.10449516141586002,0.25069622264014546,0,121.17,93.57,6170.7,1,2,9,-0.48861,-0.114,99.9802,99.7,99.95109,100,7.5729,189,286,0.00647,0,0,99.94,0,miao_PtRCC_21
99.991,98.8,0.539545916225,0,0,0.1346661683914322,0.28241282380729227,0.385,0.11667,0.91156,-1.28,1,2,0,0.17077,-0.21454,98.2,99.8,99.97808,100,4.1881,240,229,0.05998,0,0.86997,99.99,0,miao_PtRCC_21
99.819,96.94,15.9516245884,0,6e-5,0.16715014874265743,0.14746309314850903,0.141,0.37908,143.53,5907.7,1,2,0,-0.29865,-0.20029,99.808,99.4,99.42212,100,1.6362,157,216,0.13863,0,3.6801,99.8,0,miao_PtRCC_21
99.954,87.32,2.67211573681,0,0,0.06082655075004639,0.15097870086501142,0,1.3296,1.032,3.29,1,1,0,-0.32178,-0.02486,99.617,99.1,99.7595,100,3.7763,182,322,0.10224,0,0,99.7,0,miao_PtRCC_27
99.912,95.39,0.0507015593675,0.99994,0.50381,0.11762824316988107,0.21472006552376,0,7.0868,0.36583,-20.53,1,2,0,0.0686,0.1213,99.352,99.94,99.7215,100,7.399,174,349,0.00567,3.88,0,99.94,0,miao_PtRCC_27
99.663,99.75,0.0942200520468,0,0,0.14571709406659217,0.23684713290031445,0,84.48,4.6019,307.69,1,0,4,0.16928,0.2447,98.47,98,99.44651,100,5.4891,300,328,0.01049,0,0,99.9,0,miao_PtRCC_27
99.999,99.19,14.7178936527,0,0,0.08639093219657223,0.12073720683242939,0.16699999999999998,111.43,2.1362,1.81,0.99809,12,1,0.01788,-0.25111,99.9042,99.99,99.99524,100,21.109,215,157,0.17045,0,51.884,99.99,0,miao_PtRCC_27
98.398,95.89,2.12594053603,0,0.0225,0.0675965120104488,0.15301364491934089,0.118,17.589,0.88283,19160,1,0,0,0.175,0.34484,99.627,94,94.9495,100,0,246,224,0.09567,0,0,99.8,0,miao_PtRCC_27
99.998,99.81,4.514266027130001,0,0.99994,0.09522412977634598,0.26291272009131994,0.063,0,4.0047,13.04,1,11,8,-0.09546,0.26068,99.478,99.99,99.98832,100,23.128,196,257,0.09613,0,6.5777,99.96,0,miao_PtRCC_27
98.754,98.16,1.05372757328,0,0,0.04379241444141624,0.009432846918706383,0,13.842,0.18912,18307,1,0,0,-0.74861,-0.01245,99.628,98,95.8642,100,0,131,259,0.12886,0,0,96,0,miao_PtRCC_27
99.935,95.45,0,0,6e-5,0.2620078312273222,0.21112050192870968,0,0.85055,71.74,5067.9,1,1,0,0.085319999999999993,-0.12675,99.9487,99.97,99.83715,100,4.4008,185,172,0,0,0,99.99,0,miao_PtRCC_27
99.592,98.44,0.322128218975,1,1,0.12512805532576987,0.23134183185125268,0.17800000000000002,23.032,16.264,36274,1,3,0,0.17107,0.11697,98.24,99.8,99.09628,100,0.994,242,301,0.04051,16.264,0.05699,99.93,0,miao_PtRCC_27
99.501,98.78,3.81144800709,0,1,0.09359044102660197,0.20149802127051408,0.17800000000000002,2.8279,3.6632,8964.1,1,1,0,0.16732,0.11697,98.24,99.8,98.3402,100,0.11197,237,301,0.1137,0,0.07597,99.93,0,miao_PtRCC_27
99.732,99.53,33.936606419099995,0,1,0.08591110953300918,0.15831787825623644,0.48,18.362,1.5422,39.72,1,0,3,-0.23287,-0.17548,99.597,99.6,99.15531,100,1.7098,150,208,0.1573,0,27.852,99.99,0,miao_PtRCC_27
99.918,67.3,0,0,0.50004,0.10308742910027002,0.23391623289963892,0,2.3734,2.1556,23.92,1,2,0,0.50063,0.78643,97.79,99.7,99.76463,100,4.1167,262,175,0,0,0,99.99,0,miao_PtRCC_27
99.935,96.11,2.12868273846,0.85714,1,0.14130424031211763,0.2516083016909464,0.828,0.90746,1.8387,26.37,1,2,0,0.15027,-0.2283,97.92,99.6,99.73044,90.666,4.148,185,179,0.17743,1.5761,7.3111,99.98,0,miao_PtRCC_41
99.583,96.53,3.20266522653,0.00761,0,0.1603850491544726,0.22340585713036198,0.267,22.873,1.584,276.12,1,0,0,-0.31189,0.09288,93.34,98,98.8302,89.119,0.62291,203,328,0.20367,0.01118,0.53266,99.7,0,miao_PtRCC_41
99.762,99.59,2.17979348982,0,0.50001,0.11789294116356164,0.2391657636178809,0.273,55.439,64.875,20308,1,2,4,-0.21891,0.10715,99.9527,99.3,99.61383,98.7878,9.1331,161,308,0.16306,0,5.4349,99.91,0,miao_PtRCC_41
99.991,99.31,0.0323790532149,0,0.99239,0.13606553486532946,0.19153841198584087,0,15.928,115.41,3512.8,1,6,2,0.06144,0.03159,99.849,99.5,99.95349,100,8.8381,182,451,0.00348,0,0,99.96,0,miao_PtRCC_50
99.983,99.39,0.945394043361,0,1,0.05789706749963641,0.16273379141445032,0.053,48.918,0.7612,-4.43,1,5,3,0.00667,-0.18807,98.61,99.97,99.90827,100,7.2279,188,244,0.07658,0,0.36216,99.99,0,miao_PtRCC_50
98.774,99.27,0.0296773633995,0,0.00762,0.13837382836205558,0.2508748641103681,0,2.4384,0.16861,-1017.3,1,0,1,0.00499,-0.38918,99.581,77,96.7256,100,0.00289,211,422,0.00564,0,0,98,0,miao_PtRCC_50
99.925,99.87,14.7540688379,0.00761,1.8e-4,0.0765222274854318,0.113475660864083,0.385,194.08,1.25,3.92,0.99998,5,11,-0.03959,0.02846,99.802,99.8,99.75808,100,10.823,156,412,0.09733,0.00952,61.48,99.95,0,miao_PtRCC_50
99.607,92.75,0.398294643328,0.99994,0,0.07228955298448958,0.20643851639283728,0.385,7.3297,9.3143,350.97,1,1,0,-0.02258,0.02732,99.246,98,98.7273,100,2.4437,154,215,0.04648,0.12556,0.37473,99.7,0,miao_PtRCC_50
99.925,99.87,0.35665934541,0.00761,1.8e-4,0.0765222274854318,0.113475660864083,0.385,194.08,1.25,3.92,0.99998,4,13,-0.03959,0.02846,99.802,99.8,99.75808,100,9.1789,156,412,0.03331,0.00952,1.2604,99.95,0,miao_PtRCC_50
99.525,99.53,7.78278896342,0,0,0.06358236821751795,0.18105848818869874,0,34.809,2.1709,38.15,1,1,3,-0.27723,-0.17619,93.67,99.1,97.8726,100,1.9274,120,250,0.10934,0,0,98,0,miao_PtRCC_50
99.64,99.24,3.2310801117400003,0,0.75,0.05725234445212435,0.011780097596705619,0,1.1579,8.2188,24912,1,1,2,-0.08564,0.46824,99.292,97,99.05196,100,0.53344,189,266,0.11433,0,0,98,0,miao_PtRCC_50
99.957,99.97,3.2686301533999997,0,0,0.10163419972176502,0.19368647834212382,0,5,19.746,377.48,0.99812,1,13,-0.29641,0.29839,99.9824,98,99.80327,100,5.575,250,222,0.12638,0,0,99.8,0,miao_PtRCC_50
99.957,99.97,0,0.66667,0,0.10163419972176502,0.19368647834212382,0,5,19.746,377.48,0.99812,2,13,-0.29641,0.29839,99.9824,98,99.83112,100,7.1576,250,222,0,10.771,0,99.8,0,miao_PtRCC_50
98.975,96.5,0,0,0.00773,0.011373270470782626,0.009959881862896425,0,2.3743,15.796,5780.7,1,0,0,0.23788,0.02083,98.52,97,97.2551,100,2.3724,234,224,0,0,0,99.6,0,miao_PtRCC_50
99.912,97.43,2.0931073468,0.99746,0.99809,0.0909610083589506,0.2546110745447475,0,8.0934,1.8586,124.18,1,2,0,0.33885,0.5183,97.73,99.2,99.57322,100,1.8422,214,173,0.09708,1.9297,0,99.9,0,miao_PtRCC_50
99.912,95.93,0,0,0.99809,0.0909610083589506,0.2546110745447475,0,1.5037,1.8586,124.18,1,1,0,0.33885,0.5183,97.73,99.4,99.58188,100,3.2914,214,173,0,0,0,99.8,0,miao_PtRCC_50
99.982,98.77,1.5555328724200002,0,0,0.1387100105574085,0.19914546845930692,0,8.6423,193.51,877.12,0.5078199999999999,6,0,0.25274,0.03097,98.3,99.3,99.89859,100,9.4075,186,186,0.13126,0,0,99.8,0,miao_PtRCC_50
99.853,99.77,6.046095740369999,0,0,0.10273144003401713,0.23997368049530554,0.244,48.522,1.9364,39.68,1,1,4,0.23406,0.24546,99.837,99.8,99.61069,100,1.3135,165,193,0.17912,0,1.9377,99.9,0,miao_PtRCC_50
99.58,99.03,0.0493223459872,0.00761,0.00761,0.07487511772725297,0.25665016805599195,1,11.557,2.8406,546.5,1,0,1,0.07641,-0.02579,99.026,99,99.11676,100,0.77864,153,269,0.00261,0.01198,0.0384,99.96,0,miao_PtRCC_90
47.5,16.650000000000006,157.474273745,1,0,0.1241805801734116,0.0038631988156427877,0.07200000000000001,0,0.07422,645.42,0.99999,0,36,-0.11707,-1.1877,35.099999999999994,64,32.815,100,0,90,108,0,229.36,0,0,0,miao_PtRCC_90
99.95,95.25,0.209322411567,0.00761,0.00761,0.07560522198476038,0.16964949255236228,0.7140000000000001,12.872,188.25,4857.4,1,5,0,-0.01836,0.04306,99.175,99.6,99.79455,100,9.6114,233,257,0.05458,1.4335,1.4365,99.6,0,miao_PtRCC_90
99.616,71.53,1.62874394831,0.99994,0,0.09274089932549201,0.20872140725707033,0.33299999999999996,0.48823,34.516,33308,1,0,0,0.04283,-0.10851,91.99,98,98.3841,100,0.93428,204,287,0.11624,34.514,0.50673,99.5,0,miao_PtRCC_90
99.899,90.71000000000001,20.5018152118,0,0,0.08941304440828102,0.19925723561178665,0.345,0.67492,132.5,12449,0.99847,2,0,0.10708,-0.01638,98.05,99.3,99.73148,100,7.2405,153,213,0.04714,0,51.213,99.8,1,miao_PtRCC_93
99.599,95.35,0.01142828696389999,0,0,0.08287906941965517,0.2212292812240787,0,3.628,0.66053,-121.96,1,0,0,0.07109,0.00864,99.393,96,98.6097,100,0.00104,182,314,0.00148,0,0,99.2,1,miao_PtRCC_93
98.858,81.18,10.9523421519,0.01511,6e-5,0.04217722826313797,0.13382996681071635,0,1.034,0.22778,-837.67,0.99999,0,0,0.16566,0.20005,81.3,93,94.5159,100,0,51,211,0.01328,0.00303,0,97,1,miao_PtRCC_93
99.965,99.53,0.0352791228883,0,0,0.058212887971823446,0.18810055503410295,0,35.915,0.28686,-113.44,1,1,6,-0.27496,-0.36433,99.9254,99.94,99.8205,100,2.9754,167,162,0.00224,0,0,99.95,1,miao_PtRCC_93
97.335,91.07,4.45781316358,0,0,0.11621786692651526,0.24717536230252168,0,3.0168,0.16575,21838,1,0,0,0.06925,-0.1118,80,98,88.911,100,0,90,316,0.00591,0,0,97,0,miao_PtRCC_96
87.721,61.36,13.0945304281,0,1,0.11441408495438843,0.21490669624243475,0.02899999999999999,2.3559,0.33911,14378,1,0,0,7.6e-4,-0.53904,58.7,89,80.612,100,0,270,210,0,0,0,99.5,0,miao_PtRCC_96
99.779,97.01,0,0,0,0.10206101643457477,0.24292972876556262,0,18.856,5.2215,11222,1,0,0,-0.01609,0.07765,98.78,98,99.63556,100,0.6429,240,171,0,0,0,99.4,0,miao_PtRCC_96
98.976,75.08,5.85082790482,0,1,0.012622569236135806,0.21960998163157597,0.012,1.1156,0.28648,-2511.7,1,0,0,-0.05411,-0.04675,96.43,94,96.8663,100,0,222,428,0.12167,0,0,98,0,miao_PtRCC_96
99.591,82.35,3.15171767886,0,6e-5,0.10561053810594778,0.23171654950723208,0.4,0.84136,80.002,6307.2,1,2,0,-0.15781,-0.27772,97.42,99.1,98.9574,100,2.3304,132,256,0.16037,0,2.9379,99.8,0,miao_PtRCC_96
99.997,99.02,3.25696068737,0,0,0.06369581478727082,0.21446882855691973,0.05599999999999999,21.857,10.023,168.45,1,1,1,-0.24431,-0.40094,99.005,99.7,99.98391,100,5.2721,166,285,0.22197,0,0.96158,99.8,0,miao_PtRCC_96
99.64,95.87,2.30019136638,0,0,0.07054933218861081,0.008138878435889563,0.3,6.5787,7.0309,5095.7,1,0,0,-0.34157,-0.2806,99.64,99.3,99.25224,100,1.0033,207,306,0.09566,0,0.69233,99.8,0,miao_PtRCC_96
99.73,92.1,6.13058848304,0,0,0.1361483663920816,0.17891174200701532,0.069,0.6481,3.5917,422.11,1,0,0,-0.20681,-0.47784,96.31,99.3,98.9785,100,1.7023,152,210,0.07898,0,0.72011,99.7,0,miao_PtRCC_96
99.673,93.49,26.7442166481,0,0.99239,0.15519933531903118,0.1583425970774056,0.289,0.70353,0.35657,-28.8,1,1,0,0.05344,-0.09519,97.8,99.6,99.172,100,2.0391,217,178,0.19669,0,15.76,99.94,0,miao_PtRCC_96
99.476,99.01,1.45481967884,0,0.99239,0.12812117058933004,0.2463694980437363,0,24.475,54.514,14580,0.99999,1,1,-0.11695,0.20169,98.75,98,98.8839,100,2.396,228,224,0.30273,0,0,99.96,0,miao_PtRCC_96
96.247,91.71000000000001,8.84945602512,0,0,0.0679631687478468,0.1530083310282816,0.452,2.5488,2.7829,20454,0.99997,0,0,0.18676,-0.158,99.616,97,93.4217,100,0.01269,162,203,5e-5,0,0.05077,99.8,0,miao_PtRCC_96
85.632,39.41,1.44479011929,0,0,0.06902678169240717,0.26023213106121035,0.235,1.2717,0.39563,5552.4,1,0,0,-0.18094,-0.09249,67,89,76.628,100,0,167,198,0,0,0,94,0,miao_PtRCC_96
94.639,98.95,0.588461905923,0.01512,0,0.01265121295970062,0.006705431938183959,0,3.7524,0.11748,-5003.8,1,0,0,0.34182,0.5563,97.7,96,83.065,100,0,155,288,0,0.00178,0,50,0,miao_PtRCC_96
99.775,91.59,1.43107425199,0,0,0.07400488773303238,0.2519633253150163,0.762,3.3222,2.6614,837.11,1,0,0,-0.22186,-0.4305,96.61,99.2,99.43553,100,1.2583,182,209,0.30837,0,1.3721,99.5,0,miao_PtRCC_96
84.173,97.94,0.0613585525691,0,0,0.025079612460210843,0.18347526754212817,0,31.335,0.22402,-333.51,0.88889,0,0,0.18288,0.05707,94.51,98,74.782,100,0,132,308,0,0,0,99.5,0,miao_PtRCC_99
98.7,99.31,0.394585137361,0,0,0.09788600712564643,0.21971528315763744,0,38.043,0.67792,-151.87,1,0,3,-0.18488,-0.25106,99.752,99.1,98.0594,100,0.05591,160,175,0.03675,0,0,97,0,miao_PtRCC_99
